"name","samaksa","tips","statuss","vertejums","klase","garums","symb","latitude","longitude","desc","id","whatjson","apraksts","datums"
"Kaltenes putnu tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",1,"Oil Field",57.438396,22.909638,"Putnu vērošanas tornis pie Kaltenes putnu takas. Takas sākumā ir tualete un bezmaksas auto stāvvieta (punkts atlikts tur kur ir pats tornis). Pa vidu takai ir arī putnu vērošanas platforma. Jauka vieta.","kaltenes-putnu-taka","none","true","05/04/2014"
"Kamparkalna skatu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",0.6,"Oil Field",57.214432,22.643767,"Šis ļoti augstais tornis atrodias Ziemeļkurzemes augstākajā vietā. Agrāk tornim bija iespējams piebraukt klāt, taču tagad privātīpašnieki uzlikuši sētu, un jābrauc no pretējās puses. No jaunās stāvvietas līdz tornim ir pastaiga pa mežu.","kamparkalns","none","true","05/04/2014"
"Kangaru ezers","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.9197,24.73025,"Neliela taka līdz ezeram un pilskalnam jaukajā Kangaru osu rajonā, ieteicama pieturvieta braucot pa skaisto Kangaru ceļu","kangaru-pilskalns","none","true","01/11/2014"
"Kaņiera dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.99764,23.4761,"Skaista taka starp Kaņiera salām, šeit ir daudz putnu, un lielisks skats no putnu torņa","kanieris","none","true","08/17/2014"
"Kaņiera ezera putnu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",,"Oil Field",57.000673,23.471067,"Putnu vērošanas tornis pie Kaņiera ezera","none","none",,
"Kaņiera pilskalna taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",2.5,"Trail Head",56.99191,23.42585,"Jauna apļveida taka pie Kaņiera ezera, aptuveni 2.5km gara, pa ceļam ir dažādi informācijas stendi, piknika vietas ar ugunskura vietu, un skatu tornis. Ja vienīgi kas pietrūkst, tad tā ir tualete.","kaniera-pilskalna-taka","none","true","08/31/2014"
"Kaņiera pilskalna tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.9915415,23.4336358,"Jauns tornis Kaņiera ezera DR galā","none","none",,
"Kārķu Lustiņdruvas taka","bezmaksas","taka","neparbaudits","standarta","vidēja",1,"Trail Head",57.81694,25.61401,"Lustiņdruvas taka atrodas īpaši aizsargājamā dabas teritorijā – Ziemeļvidzemes biosfēras rezervātā. Vēsturiski Lustiņdruva jau muižas laikos un pirmās brīvvalsts laikā veidota kā atpūtas vieta, šajā periodā muižas dārznieks mežā izveidojis pastaigu celiņus.Lustiņdruvas takas galvenās vērtības ir saistāmas ar Ķires upes ieleju, tai abpus piegulošajiem mežiem un teritorijas kultūrvēsturi. Takas īsākā ceļa kopgarums 999m.","none","none",,
"Kartavkalna taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",,"Trail Head",56.716568,23.017921,"Senlatviešu būves un bērnu laukumi, gara taka ar vairākiem maršrutiem, jaukas piknika vietas","kartavkalns","none","true","12/21/2013"
"Katlapiezis Sigulda","bezmaksas","taka","neparbaudits","standarta","grūta",13,"Trail Head",57.16504,24.84209,"13KM gara taka, bez atgriešanās sākuma punktā. <b>Marķēta ar dzelteniem rombiem</b>! <a href='http://www.gnp.lv/print/184'>GNP info</a>","none","none",,
"Ķemeru laipas","bezmaksas","taka","parbaudits","standarta","vidēja",3.5,"Trail Head",56.91659,23.46516,"Šķiet šīs ir vispopulārākās laipas Latvijā, un tās tikko tikušas atjaunotas. Laipām ir jauns maršruts, un pa vidu uzbūvēts skaists skatu tornis. Ir bezmaksas stāvvietas ar tualetēm.","kemeru-laipas","none","true","01/17/2014"
"Ķengaraga putnu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",,"Oil Field",56.89936,24.19276,"Skaista vieta saulrietā kur pastaigāties, pavērot daugavu, mierīgi pasēdēt uz soliņa, vai aktīvākos periodos pavērot putnus. Te ir arī garš gājēju celiņš uz centru, kas iet tieši gar Daugavu. Pie putnu torņa ir bezmaksas stāvvieta.","none","none",,
"Ķirbižu meža taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",2,"Trail Head",57.651,24.49082,"Interesanta meža taka, izskatās, ka šeit ļoti sen nav bijuši apmeklētāji, lai arī taka tiek kopta. Takā ir daudz interesantu koku, sēņu, atpūtas vietu un milzīgs dižozols. Iesaku te iegriezties, pastaiga ved pāri dažiem foršiem tiltiņiem, gar skaistu akmeņainu upi, var apskatīt ļoti lielu meža dažādību. Ir laba pamestības sajūta, ciematā neviena cilvēka. Auto var atstāt pie Meža muzeja, tur arī takas sākums. 2km.","kirbizu-taka","none","true","09/14/2013"
"Kokšu ezera taka","bezmaksas","taka","parbaudits","standarta","grūta",7,"Trail Head",57.6753,26.071,"Meža maršruts, daļēji pa ceļiem, daļēji pa mežu. Apskatāms Zāļu, Dziļais un Dibena ezers, meža biotopi, bebraines, dabiskas ūdensteces mežā.  Takas sākumā atpūtas vieta, lielais informatīvais stends. Takā izvietoti 16 stendi ar informāciju par dabas vērtībām. Pa ceļam tiltiņi pār ezerus savienojošo Kokšupīti. Pie ezeriem 3 atpūtas vietas ar galdiem, soliem un atkritumu konteineriem.","koksu-mezs","none","true",
"Kolkas priežu taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.7563424985,22.5905513763,"Neliels pastaigu aplis netālu no jaunā Kolkas skatu torņa, tepat bezmaksas autostāvvieta un iespēja aiziet līdz kolkas ragam nemaksājot privātajai stāvvietai kas ir tur tuvāk.","none","none",,
"Kolkas putnu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",,"Oil Field",57.757802104,22.592021227,"Augsts putnu vērošanas tornis Kolkā","d-kolkastornis","none",,
"Komsomoļskaja izba","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",55.720278,26.789003,"Pussala Sila ezerā","none","none",,
"Krāku dabas taka","bezmaksas","taka","slikts","standarta","vidēja",2.1,"Trail Head",56.7671893,26.1480672,"Reāli te nekādas takas nav, ir tikai trepes uz avotu. Drīzāk to var nosaukt par vietu, kur satikties ar sarunātu gidu un tad staigāt pa mežu kopā. Vecais -- Krustkalnu rezervātā pie Dreimaņu rijas ierīkota taka (2100 m). Kāpnes uz Krāku avotu (DPM) un uzstādīti informatīvie stendi, norādes un robežzīmes. Atklāta 2013. gada augustā.","none","none",,"07/25/2015"
"Krāslavas priežu sils","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",55.885893,27.18901,"AAA atp'ūtas un pastaigu vieta pie pilsētas priežu mežā","none","none",,
"Kravcovka","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",56.730372,27.805203,"Atpūties koka lapenē ar iekārtotu ugunskura vietu","none","none",,
"Krišjāņu Staburags","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",56.803354,27.289815,"Šajā leģendām apvītajā atpūtas vietā baudi dabu lapenē ar galdu, soliem un ugunskura vietu.","none","none",,
"Kristakrūga tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.5389668,26.5676943,"Kristakrūgā pie šosejas ir izveidots jauns metālisks skatu tornis, ar plašu skatu pār Teiču dabas rezervātu. Tornis ir ļoti augsts","kristakruga","none",,"07/25/2015"
"Krustkalnu skatu tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.7306,26.1414,"Ļoti augsts metāla tornis ar skatu uz Krustkalnu dabas rezervātu. Nekādu ekstru nav, tikai tornis","krustkalnu","none",,
"Kubeseles dabas taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",3.5,"Trail Head",57.16365,24.76881,"Lielisks pārgājienu maršruts, kurā var apskatīt gan mežu, gan alas, gan strautus un Gauju. Pietiekami īss un vienkāršs lai varētu iet ar mazu bērnu. Ar ratiem varētu vietām būt grūti.","kubeseles-taka","none","true","05/06/2014"
"Kuivižu putnu tornis","bezmaksas","tornis","neparbaudits","standarta","vidēja",,"Oil Field",57.825652,24.335983,"Putnu vērošanas tornis Randu pļavās. Tornis atjaunots 2015. gada jūlijā","none","none",,
"Kupskalnu dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.99134,23.52379,"Pavisam īsa un neliela, taču jauks maršruts lai tiktu pie jūras, ir bezmaksas stāvvieta, taka ir braucama ar ratiem, un skats pie jūras super!","kupskalnu-taka","none","true","08/31/2014"
"Lāčupes dendroloģiskā taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.0464,23.35242,"Interesanta meža taka gar upīti, taku nav viegls atrast, jo konkrētas norādes uz tās sākumu nav, un izbūvētā laipa aiziet pa taisno uz jūru. Manis atliktās koordinātes ir pareizas. Uz takas ir dažādi interesanti koki, rododendri, nelielas interesantas mājiņas un pat vigvams.","lacupes-dendrarijs","none","true","09/01/2013"
"Lejas ezera atpūtas vieta","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.784705,24.442064,"Atpūtas vietas pie Lejas ezera, iespēja iekurt ugunskuru, palikt pa nakti teltī. ","lejasezers","none","true","02/14/2015"
"Lielais liepu kalns ar skatu torni","bezmaksas","tornis","neparbaudits","standarta","vidēja",,"Oil Field",56.270791,27.6547405," Latvijas augstākais koka skatu tornis (34m) ir šobrīd augstākā vieta Latvijā","none","none",,
"Lielezera dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",2,"Trail Head",57.50258,24.70406,"Limbažu pašā centrā pie ezera ierīkotas pastaigu laipas, putnu tornis, labiekārtota pludmale un bērnu laukums. Bezmaksas stāvvieta un viss pārējais","lielezera-taka","none","true","04/25/2015"
"Liepājas ez. taka un tornis (Tisē iela)","bezmaksas","tornis","parbaudits","standarta","vidēja",0.4,"Oil Field",56.494377,21.0244576,"400M gara laipa un putnu tornis pie Liepājas ezera, Tisē ielas galā. Tornis jauks un pa ceļam var novērot daudz putnu. Diemžēl tā kā atrodas pilsētā, apkārtne visai piemēslota","none","none",,
"Liepājas ez. Zirgu salas (Golodova) tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.5119719,21.0453027,"Putnu vērošanas tornis Zirgu salā","none","none",,
"Līgatnes dabas takas","bezmaksas","parks","parbaudits","standarta","vidēja",,"Trail Head",57.24806,25.01545,"Tagad kļuvis bezmaksas, šis lieliskais parks dod iespēju apskatīt dažādus savvaļas dzīvniekus, izstaigāties, un paēst lētā ēdnīcā. Tepat gan Gauja, gan citi Līgatnes objekti","ligatne","none",,
"Līgatnes upes taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",1.5,"Trail Head",57.127999,25.160309,"Taka pa vecu un skaistu mežu, gar straujo Līgatnes upi. Ir dažādi interesanti tiltiņi, īsta meža atmosfēra, brīžiem taka ir stāva, vienā vietā pāri upei jāiet pa kritušu koku, kam piemontētas margas. Pa ceļam ir vairākas piknika vietas, sākumā pie stāvvietas ir arī ugunskura vieta. Līdz takai no ceļa nokļūst sekojot koka norādēm kuras sākas pie autobusu pieturas Ķigari, 7km no Līgatnes uz Nītaures ceļa","ligatnes-upes-taka","none","true","09/07/2013"
"Ložmetējkalns","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.86587,23.66051,"Ložmetējkalnā ir izvietots milzīgs skatu tornis, ir iespēja pastaigāt pa mežu, un apmeklēt netālu esošās brīvdabas ekspozīcijas par kara tēmu. Ir atjaunoti ierakumi, bunkuri un citas vietas. ","none","none",,
"Lubāna piknika vietas un pludmale","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",56.797136,26.934441,"Fantastiska vieta atpūtai, šeit ir ļoti plaša smilšainā pludmale, daudz galdiņu, stāvvietas, ģērbtuves un pastaigu laipa. Visā šajā Lubāna piekrastē ir iespēja atpūsties pie ezera, bez maksas un ar daudz ekstrām.","lubans","none",,
"Lubāna putnu tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.79045,26.82157,"Viens no vairākiem līdzīgiem putnu torņiem ap Lubāna ezeru. Piemērots tieši putnu vērošanai, jo nekādu citu aktivitāšu tuvumā nav. Paveras plašs skats pār Lubānas ezeru un mitrāju","lubana1","none",,
"Lubāna putnu tornis 2","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.71503,26.7678,"Viens no vairākiem līdzīgiem putnu torņiem ap Lubāna ezeru. Piemērots tieši putnu vērošanai, jo nekādu citu aktivitāšu tuvumā nav. Paveras plašs skats pār Lubānas ezeru un mitrāju.","lubana2","none",,
"Luksta ezera taka","bezmaksas","taka","slikts","standarta","vidēja",1.2,"Trail Head",57.423969,26.701132,"1.2Km gara taka ar lapām ap ezeru, piknika vietas ","none","none",,
"Lūrmaņu avots","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",57.431124,22.690056,"Nav saprotams vai bez avota te kaut kas ir. Avots","none","none",,
"Mālpils dabas taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.010593,24.99033,"Savdabīga taka, lielākoties vienkārši izpļauts maršruts gar upi. Sākas pie liela Ozola, kur ir gan piknika vieta, gan tualete. Tālāk virzās gar upi. Skati pie upes ir jauki, taču pati taka nav diez ko iekārtota, un virzās vienā virzienā, tāpēc prātīgi vienu auto atstāt tās otrā galā, ja braucat ar divām mašīnām.","malpils-taka","none","true","09/07/2013"
"Matuļu taka","bezmaksas","taka","parbaudits","standarta","vidēja",1.2,"Trail Head",57.458245,26.109336,"Matuļu ģimenes veidota taka bērniem, dažādi interesanti saimnieku izgatavoti tēli un objekti. Ir arī spēļu laukums - lieliska iespēja atpūsties Jūsu bērniem, kā arī pieaugušajiem. Ļoti jauka pastaigu vieta mazākajiem, ir daudz kur staigāt un ļoti interesanti.","matulu-dabas-taka","none","true","06/21/2014"
"Melnais dīķis","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.126002,21.817925,"Atpūtas vieta","none","none",,
"Melnalkšņu dumbrāja taka","bezmaksas","taka","slikts","standarta","vidēja",,"Trail Head",56.9527769819,23.5116702318,"Neliela pastaigu laipa, blakus ir Meža māja, dabas aizsardzības parka birojs","none","none",,
"Mērsrags - bākas tornis","bezmaksas","tornis","neparbaudits","standarta","vidēja",,"Oil Field",57.3655392,23.1232924,"Jauns tornis Mērsragā pie bākas","none","none",,
"Mērsrags - pļavas tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",57.3440937,23.1242854,"Jauns tornis Mērsragā uz iepriekšējiem pamatiem jūras krastā","none","none",,
"Meži ap Ādmiņa ezeru","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.265912,26.406984,"Jauka atpūtas vieta pie ezera. Auto iespējams nolikt kādus 30m iepriekš, tālāk līdz ezeram ar kājām pa taku. Pie ezera ir lapene, ugunskura vieta, laipa uz ezera. Blakus tek upīte uz kurām kādreiz bijušas slūžas, tagad tikai māklīgs ūdenskritums. ","none","none",,"07/19/2015"
"Mežmuižas avoti","maksas","taka","parbaudits","standarta","viegla",0.7,"Trail Head",57.1004198,24.8022831,"Aizsargājams dabas liegums, kurā atrodas 700m gara, jauka taka un vairāki avoti. Ieteicams paņemt traukus ūdenim. Ieeja maksā 1EUR, taču teritorija ir labi sakopta un par to rūpējas. Ir ļoti ainaviskas atpūtas vietas piknikam","mezmuizas-dabas-taka","none","true","04/21/2015"
"Mīlestības taka","bezmaksas","taka","parbaudits","standarta","vidēja",2,"Trail Head",57.54892,25.49478,"Jauka taka gar Abula upi, sākas pie kempinga Jaunarāji. No Valmieras sākumā seko norādēm uz Baiļiem, tad uz Jaunarājiem. Jaunarājos droši brauc iekšā, un mašīnu noliek nomaļāk, netālu no kempinga mājiņām. Saimnieks ir atsaucīgs, sakiet, ka ejat uz taku. Tā ir bezmaksas un nav domāta tikai kempingotājiem. Taka ir ļoti skaista, ved gar stāvkrastiem un dažādīgu mežu","milestibas-taka","none","true","06/06/2015"
"Mitoloģiskā taka pie Līgatnes bunkura","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.255841,25.069419,"Jauka dabas taka, kas sākas pie padomju bunkura stāvvietas un izmet loku gar gauju. Pa ceļam dažādas koka figūras bērniem.","none","none",,
"Murjāņi Sigulda","bezmaksas","taka","neparbaudits","standarta","grūta",10,"Trail Head",57.17594,24.84729,"10KM gara taka, bez atgriešanās sākumpunktā. Sākums pie Gūtmaņa alas. <b>Marķēta ar Zaļiem rombiem</b>. Pārklājas ar Kubeseles taku (abas sākas/beidzas pie Krimuldas baznīcas). <a href='http://www.gnp.lv/print/183'>GNP info</a>","none","none",,
"Niedrāju pilkas purvs","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.741426,24.639322,"Jauka, pusotra kilometra purva laipa ar nelielu putnu tornīti pie smukām lāmām. Īpašam braucienam nav vērts, bet rajonā esot var piestāt","niedraju-pilkas-taka","none","true","04/26/2015"
"Numernes tornis","bezmaksas","tornis","neparbaudits","standarta","vidēja",,"Oil Field",56.8456247,27.4937687,"Dabas parkā Numernes Valnis uzstādīts jauns augsts skatu tornis.","none","none",,
"Numernes vaļņa taka","bezmaksas","taka","neparbaudits","standarta","vidēja",,"Trail Head",56.84587,27.49738,"Dabas parkā Numernes Valnis uzstādīts jauns augsts skatu tornis, kā arī dabas takas un atpūtas vietas.","none","none",,
"Ogres zilie kalni","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.82426,24.5991,"Šajā vietā sākas pastaigu maršruts pa Ogres Zilajiem kalniem, pa ceļam izvietoti dažādi nelieli informācijas stendi, maršruts ir visai garš, un nav konkrēta virziena, tā kā teritorija ir visai plaša, var braukt arī ar velosipēdiem, jo nav nekādu laipu, tikai iešana pa priežu meža takām.","ogres-zilie-kalni","none","true","05/25/2014"
"Ogres zilo kalnu tornis","bezmaksas","tornis","parbaudits","standarta","viegla",,"Oil Field",56.83409,24.56513,"30.4m augsts koka skatu tornis Ogres zilajos kalnos. Tepat netālu pie Dubkalnu karjera esot arī skatu platforma un atpūtas vietas.","ogres-tornis","none",,"05/25/2014"
"Oleru purva taka","bezmaksas","taka","neparbaudits","standarta","vidēja",1.1,"Trail Head",57.8025,25.374722,"Taka ved cauri mežam uz skatu torni purva malā.","none","none",,
"Oleru putnu tornis","bezmaksas","tornis","neparbaudits","standarta","vidēja",,"Oil Field",57.8080275,25.3689027,"Putnu vērošanas tornis pie Oleru dabas takas","none","none",,
"Orhideju taka","bezmaksas","taka","parbaudits","standarta","vidēja",4,"Trail Head",57.26036,23.13511,"Taka sākas pie ezera, dodoties pa labi iekšā ornitoloģijas bāzē. Turpiniet ceļu taisni līdz putnu tornim, nākot atpakaļ, sekojiet norādei uz Orhideju taku, kā alternatīvu atpakaļceļam.","engures-taka","none","true","06/06/2015"
"Palsmanes piedzīvojumu taka","bezmaksas","taka","parbaudits","standarta","viegla",2.2,"Trail Head",57.3892728,26.1859685,"Taka ir apļveida (kopējais garums – aptuveni 2,2 kilometri) un mērojama dažādos maršrutos, tikai jāseko norādēm. Takas sākums atrodas pie jaunā informācijas stenda Palsas upes krastā, netālu no tilta Palsmanē (pie pagrieziena uz Palsmanes internātpamatskolu)","palsmanes-piedzivojumu-taka","none","true","06/21/2014"
"Papes ezers","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",56.152,21.0485,"Lai arī Papes ezers piedāvā daudz un ļoti garus pārgājienu maršrutus, kā arī savvaļas zirgu un tauru apskati, objekti ir sarežģīti izvietoti, un bieži vajadzīgs gids. Iesaku apmeklēt TIC Rucavā lai noorientētos. ","none","none",,
"Papes putnu tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",56.18742,21.0149,"Putnu vērošanas tornis pie Papes ezera","none","none",,
"Pēterezera taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.6543666,22.2706833,"Nesen atjaunota un pagarināta taka. Sākumā grantēts celiņš pa priežu mežu, vēlāk celiņš sašaurinās, vairs ar ratiem nav iespējams braukt. Ik pa brīdim jauni tiltiņi, laipas, taka vijas un met lokus pa visdažādākajiem biotopiem. Beigu posms ved gar nelielu ezeriņu, kopumā patīkams iespaids, laba pastaiga","peterezera-taka","none","true","08/23/2015"
"Piekūnu dabas takas","maksas","taka","slikts","standarta","vidēja",,"Trail Head",56.86665,25.94417,"Izņemts jo - Nav iespējams apmeklēt bez gida. Pie Piekūnu kempinga sākas dažādas dabas takas Gaiziņa apkārtnē. Iespējams maksas.","none","none",,
"Piloru ozolu audze","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",56.185161,27.604578,"No stāvlaukuma pa ratiņkrēsliem piemērotu koka laipu var nokļūt Ežezera krastā. Atpūtas vietā ir ierīkota ugunskura vieta, tualete, gar Ežezeru izveidota jauna norobežojoša barjera. Atpūtas vieta Piloru ozolu audze atrodas Dagdas novada Andzeļu pagastā, Rāznas nacionālā parka teritorijā.","none","none",,
"Pilskalnes Siguldiņa","maksas","taka","parbaudits","rekomendets","vidēja",,"Trail Head",55.97714,26.26633,"Plaša teritorija ar vairākām dabas takām dažādos garumos, info centru un skaistiem ezeriem. Te ir gan dendroloģijas taka, gan pirmā pasaules kara bunkuru taka, gan ainavu taka utt. Ieejas maksa pieaugušajiem 2.5Eur","pilskalnes-siguldina","none","true","08/09/2014"
"Planču purva taka","bezmaksas","taka","parbaudits","standarta","viegla",1,"Trail Head",57.881084,24.753968,"Planču jeb Janīšu-Dainas purvs ir neskarts augstais purvs ar izteiktu ciņu-lāmu kompleksu. Takas laipas ved uz skatu platformu. Šī taka ir piemērota arī cilvēkiem ar redzes traucējumiem un uzstādītas zīmes Braila rakstā. Taka atjaunota 2015. gada jūlijā, uzlikts neslīdošs metāla siets","plancu","none","true","02/08/2015"
"Plieņciema taka","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",57.087132,23.259802,"Īsa koka laipa līdz pludmalei, kur ierīkoti galdiņi, tualete. Laba vieta, kur piebraukt pie jūras, taču iespējams pārāk tuvu apdzīvotai vietai, jo miskastes parasti pārpildītas, cilvēku daudz. ","atputa-plienciema","none",,
"Plostu sienamā vieta","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.670888,26.009261,"Atpūtas vieta pie Gaujas - plostu siešanas vieta.","none","none",,
"Pludmale no Melnsila līdz Ģipkai","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",57.625242,22.594493,"Pludmale","none","none",,
"Pokaiņu mežs","maksas","taka","parbaudits","standarta","vidēja",5,"Park",56.576725,23.070652,"Dažādi akmeņu krāvumi un veidojumi, gar kuriem mežā izveidots pastaigu maršruts. Mežs ir kluss un jauks, pat ignorējot akmeņiem piedēvēto nozīmi, te ir daudz kur pastaigāties un izbaudīt dabas mieru","pokaini","none","true","01/24/2014"
"Priedaines skatu tornis","bezmaksas","tornis","parbaudits","standarta","vidēja",,"Oil Field",55.892638,27.145689,"Otrais augstākais koka skatu tornis Latvijā (32m). Torņa pakājē ir ierīkota atpūtas vieta. Garām ved velomaršruts 'Saulkrastu taka'(8 km). Atpūties labiekārtotā piknika vietā ar iespēju iekurt ugunskuru.","none","none",,
"Pūrciema baltās kāpas taka","bezmaksas","taka","neparbaudits","standarta","viegla",0.9,"Trail Head",57.576864,22.62787,"Pūrciema Baltā kāpa ir apmēram 20 metrus augsta. Izstaigājot taku, iespējams iepazīties ar to, kā veidojusies smilšu strēle un kā mainījusies daba laika un cilvēku ietekmē. Takas garums ir 900 metru, bet laiks, kas nepieciešamas tās izpētei – līdz vienai stundai.","none","none",,
"Purezera taka","bezmaksas","taka","parbaudits","rekomendets","vidēja",4,"Trail Head",57.67974,24.927314,"Šī ir fantastiska taka, kuras kopējais garums ir ap 4km, taka ir apļveida, un tā sākumā iet pa skaistu vecu mežu, pēc tam aplī ap purva ezeru. Pa ceļam vairākas atpūtas vietas, ar ugunskura vietām ūdenī","purezera-taka","none","true","04/26/2015"
"Ragakāpas dabas taka","bezmaksas","taka","parbaudits","standarta","viegla",0.85,"Trail Head",56.995699,23.919282,"Tepat pie pilsētas izveidota taka pa kāpām pie jūras, ir iespējas bez maksas nolikt auto, ir dažādi stendi, piekļuve pie jūras netipiskā vietā. Garums ap 850m","ragakapa","none",,
"Raipala ezera taka","bezmaksas","taka","parbaudits","standarta","grūta",8,"Trail Head",57.58991,26.9501168,"Taka sākas Kornetu centrā iepretim pagasta pārvaldes ēkai, kurā izvietota bijušās Veclaicenes pamatskolas vēstures istaba. Nepilnus 8 km garā taka līkumo gar Ievas un Trumulīša ezeru krastiem, ved caur Raipala birzi un apliec loku ap Raipalu - vienu no Latvijas dziļākajiem ezeriem. Var iziet arī īsāku, 2,4 km garu takas posmu.","raipala-ezera-taka","none","true","07/11/2014"
"Randatu taka","bezmaksas","taka","parbaudits","standarta","vidēja",,"Trail Head",57.44544,26.34558,"Taka sākas pie Luiku mājām, un izmet nelielu loku gar Gauju. Ir dolomītu atsegumi, lieli akmeņi un skaisti skati uz Gauju. Sākumā pieejama stāvvieta, bet pie upes ir atpūtas vieta","randatu-taka","none","true","07/27/2014"
"Randu pļavu taka","bezmaksas","taka","neparbaudits","standarta","vidēja",1.4,"Trail Head",57.8335461333,24.3445014954,"Taka ved uz putnu vērošanas torni caur pļavām un tām pieguļošo kāpu, ko sedz priežu mētrājs un lāns. Koka laipas vietām mijas ar vienkārši iemītu taku.  Randu pļavas ir vienīgās piejūras pļavas Latvijā, kas arī uzskatāmas par dzīvo herbāriju, kur 200 ha platībā sastopama trešdaļa Latvijas ziedaugu. Šeit sastopami gandrīz visi Latvijas piekrastes biotopi, tai skaitā lielākais piekrastes pļavu un lagūnu komplekss. Taka ir nesen atjaunota, ir gan piknika galds, gan namiņš kur patverties no lietus","randu","none",,
"Remtes parks","bezmaksas","parks","parbaudits","standarta","vidēja",,"Park",56.736846,22.698352,"Pastaigām sevišķi piemērota vieta, jo to veido bijušais muižas centrs ar iršu dārzu, alejām, ainaviskiem koku stādījumiem un savu Mīlestības saliņu. ievērības cienīgi ir ne vien dažādo un dendroloģiski vērtīgo koku stādījumi, bet arī 1890. gadā celtais Medību tornis, no kura paveras brīnišķīgs skats uz Remtes ezera ūdeņiem","none","none",,
"Riežupes dabas parks","bezmaksas","pikniks","slikts","standarta","vidēja",,"Campground",56.988611,22.019223,"Izņēmām. Vieta netālu no apdzīvotas vietas, piemēslota, neomulīgā laukumā -- Atpūtas vieta Riežupes dabas parkā","none","none",,
"Riežupes dabas parks","bezmaksas","pikniks","neparbaudits","standarta","vidēja",,"Campground",56.995067,22.008163,"Atpūtas vieta Riežupes dabas parkā upes ielokā","none","none",,
"Rudzīšu akmens taka","bezmaksas","taka","slikts","standarta","viegla",1,"Trail Head",56.784718,21.8756811,"Takas te nav, tikai gājiens gar pļavu līdz gravai, kur apskatāms akmens. Izņēmām -- 2012. gadā izveidotā taka ved uz Rudzīšu akmeni, 2012. gada ģeoloģisko objektu. Taka līkumo pa blakus esošās upītes ielejas augšmalu, līdz šķērso upīti un atved tieši pie Rudzīšu akmens. Apmeklētāju ērtībai pār sāngravām uzstādīti tiltiņi, bet ceļš līdz skaistajam akmenim ir marķēts. Pie akmens iekārtota atpūtas vieta ar soliņu un ugunskura vietu, un, lai netiktu piesārņota daba, uzstādītas miskastes.","none","none",,
"Sasaļu mežs","bezmaksas","pikniks","parbaudits","standarta","vidēja",,"Campground",55.92927,26.30388,"Atpūtas vieta pie Sasaļu ezera. Kopā pie nelielā meža celiņa ir trīs peldvietas, vidējā ir tīrāka un ar galdiņu. Šeit ir aizsargājama teritorija, kas veidota, lai saglabātu ainaviski vērtīgas mežu audzes (sils, mētrājs, damaksnis). Galveno daļu aizņem eitrofs ezers - Sasaļu ezers.","none","none",,
